Sequence	length	Acc	Organism
JAMXBT020000747.1:72462-72686_1	41	JAMXBT020000747.1	Armigeres_subalbatus
CM068472.1:317033889-317034110_1	74	CM068472.1	Armigeres_subalbatus
CM068472.1:36345930-36346151_1	74	CM068472.1	Armigeres_subalbatus
CM068472.1:425265032-425265253_1	74	CM068472.1	Armigeres_subalbatus
CM068472.1:439989643-439989864_1	74	CM068472.1	Armigeres_subalbatus
CM068472.1:79090478-79090699_1	74	CM068472.1	Armigeres_subalbatus
CM068471.1:170745400-170745618_1	73	CM068471.1	Armigeres_subalbatus
CM068471.1:203612370-203612588_1	73	CM068471.1	Armigeres_subalbatus
CM068471.1:221888097-221888315_1	73	CM068471.1	Armigeres_subalbatus
CM068471.1:230790601-230790819_1	73	CM068471.1	Armigeres_subalbatus
CM068471.1:279114343-279114561_1	25	CM068471.1	Armigeres_subalbatus
CM068472.1:1067348-1067566_1	73	CM068472.1	Armigeres_subalbatus
CM068472.1:322211215-322211433_1	73	CM068472.1	Armigeres_subalbatus
CM068473.1:239876960-239877178_1	73	CM068473.1	Armigeres_subalbatus
CM068473.1:400947144-400947362_1	67	CM068473.1	Armigeres_subalbatus
JAMXBT020000288.1:60-278_1	54	JAMXBT020000288.1	Armigeres_subalbatus
JAMXBT020001098.1:7566-7784_1	73	JAMXBT020001098.1	Armigeres_subalbatus
JAMXBT020001436.1:789190-789408_1	73	JAMXBT020001436.1	Armigeres_subalbatus
JAMXBT020001719.1:57375-57593_1	73	JAMXBT020001719.1	Armigeres_subalbatus
CM068471.1:156957128-156957343_1	72	CM068471.1	Armigeres_subalbatus
CM068471.1:21776510-21776725_1	72	CM068471.1	Armigeres_subalbatus
CM068471.1:236344491-236344706_1	72	CM068471.1	Armigeres_subalbatus
CM068471.1:86779461-86779676_1	72	CM068471.1	Armigeres_subalbatus
CM068472.1:108362790-108363005_1	72	CM068472.1	Armigeres_subalbatus
CM068472.1:11973978-11974193_1	72	CM068472.1	Armigeres_subalbatus
CM068473.1:135561333-135561548_1	72	CM068473.1	Armigeres_subalbatus
CM068473.1:165549412-165549627_1	72	CM068473.1	Armigeres_subalbatus
CM068473.1:397398302-397398517_1	72	CM068473.1	Armigeres_subalbatus
JAMXBT020001240.1:49280-49495_1	72	JAMXBT020001240.1	Armigeres_subalbatus
JAMXBT020001269.1:491982-492197_1	72	JAMXBT020001269.1	Armigeres_subalbatus
CM068471.1:41355605-41355817_1	71	CM068471.1	Armigeres_subalbatus
CM068472.1:229694580-229694792_1	71	CM068472.1	Armigeres_subalbatus
CM068472.1:446996439-446996651_1	56	CM068472.1	Armigeres_subalbatus
CM068473.1:311072787-311072999_1	71	CM068473.1	Armigeres_subalbatus
CM068473.1:355398785-355398997_1	71	CM068473.1	Armigeres_subalbatus
CM068473.1:358105585-358105797_1	37	CM068473.1	Armigeres_subalbatus
CM068473.1:365531734-365531946_1	56	CM068473.1	Armigeres_subalbatus
CM068473.1:50102568-50102780_1	71	CM068473.1	Armigeres_subalbatus
JAMXBT020000609.1:279737-279949_1	71	JAMXBT020000609.1	Armigeres_subalbatus
JAMXBT020001353.1:59291-59503_1	71	JAMXBT020001353.1	Armigeres_subalbatus
CM068471.1:163033608-163033817_1	70	CM068471.1	Armigeres_subalbatus
CM068471.1:226561618-226561827_1	70	CM068471.1	Armigeres_subalbatus
CM068471.1:235141394-235141603_1	34	CM068471.1	Armigeres_subalbatus
CM068471.1:317774341-317774550_1	70	CM068471.1	Armigeres_subalbatus
CM068472.1:330169668-330169877_1	70	CM068472.1	Armigeres_subalbatus
CM068472.1:442096039-442096248_1	70	CM068472.1	Armigeres_subalbatus
CM068472.1:91493414-91493623_1	70	CM068472.1	Armigeres_subalbatus
CM068473.1:111206483-111206692_1	35	CM068473.1	Armigeres_subalbatus
CM068473.1:354239180-354239389_1	70	CM068473.1	Armigeres_subalbatus
JAMXBT020001947.1:15482-15691_1	30	JAMXBT020001947.1	Armigeres_subalbatus
CM068471.1:212291356-212291562_1	22	CM068471.1	Armigeres_subalbatus
CM068472.1:243462463-243462669_1	69	CM068472.1	Armigeres_subalbatus
CM068472.1:347336621-347336827_1	69	CM068472.1	Armigeres_subalbatus
CM068473.1:306201363-306201569_1	26	CM068473.1	Armigeres_subalbatus
CM068473.1:317383777-317383983_1	69	CM068473.1	Armigeres_subalbatus
CM068473.1:317800302-317800508_1	49	CM068473.1	Armigeres_subalbatus
CM068473.1:351586622-351586828_1	69	CM068473.1	Armigeres_subalbatus
CM068471.1:183883687-183883890_1	68	CM068471.1	Armigeres_subalbatus
CM068471.1:273842333-273842536_1	68	CM068471.1	Armigeres_subalbatus
CM068471.1:82683569-82683772_1	68	CM068471.1	Armigeres_subalbatus
CM068472.1:225774152-225774355_1	68	CM068472.1	Armigeres_subalbatus
CM068472.1:31423900-31424103_1	68	CM068472.1	Armigeres_subalbatus
CM068472.1:8195467-8195670_1	68	CM068472.1	Armigeres_subalbatus
CM068473.1:10761103-10761306_1	68	CM068473.1	Armigeres_subalbatus
CM068473.1:312190758-312190961_1	68	CM068473.1	Armigeres_subalbatus
CM068473.1:410279528-410279731_1	68	CM068473.1	Armigeres_subalbatus
CM068472.1:115354296-115354496_1	67	CM068472.1	Armigeres_subalbatus
CM068473.1:225385496-225385696_1	28	CM068473.1	Armigeres_subalbatus
CM068473.1:225385496-225385696_2	33	CM068473.1	Armigeres_subalbatus
CM068473.1:358489561-358489761_1	67	CM068473.1	Armigeres_subalbatus
CM068471.1:80738592-80738789_1	66	CM068471.1	Armigeres_subalbatus
CM068473.1:1792651-1792848_1	66	CM068473.1	Armigeres_subalbatus
CM068473.1:186576222-186576419_1	66	CM068473.1	Armigeres_subalbatus
CM068473.1:384227754-384227951_1	66	CM068473.1	Armigeres_subalbatus
CM068473.1:9650358-9650555_1	66	CM068473.1	Armigeres_subalbatus
CM068472.1:243174179-243174373_1	65	CM068472.1	Armigeres_subalbatus
CM068472.1:287438981-287439175_1	65	CM068472.1	Armigeres_subalbatus
CM068472.1:316861461-316861655_1	65	CM068472.1	Armigeres_subalbatus
CM068472.1:336955990-336956184_1	65	CM068472.1	Armigeres_subalbatus
CM068472.1:58670251-58670445_1	65	CM068472.1	Armigeres_subalbatus
CM068472.1:74410698-74410892_1	65	CM068472.1	Armigeres_subalbatus
CM068473.1:1480009-1480203_1	65	CM068473.1	Armigeres_subalbatus
CM068473.1:165180308-165180502_1	65	CM068473.1	Armigeres_subalbatus
CM068473.1:249187213-249187407_1	65	CM068473.1	Armigeres_subalbatus
CM068473.1:303580795-303580989_1	65	CM068473.1	Armigeres_subalbatus
CM068473.1:408950327-408950521_1	65	CM068473.1	Armigeres_subalbatus
CM068473.1:43989288-43989482_1	65	CM068473.1	Armigeres_subalbatus
CM068473.1:9420642-9420836_1	28	CM068473.1	Armigeres_subalbatus
CM068472.1:374619027-374619218_1	46	CM068472.1	Armigeres_subalbatus
CM068473.1:11511739-11511930_1	64	CM068473.1	Armigeres_subalbatus
CM068473.1:192209281-192209472_1	64	CM068473.1	Armigeres_subalbatus
CM068473.1:247268727-247268918_1	64	CM068473.1	Armigeres_subalbatus
CM068473.1:262683056-262683247_1	64	CM068473.1	Armigeres_subalbatus
CM068473.1:417127624-417127815_1	64	CM068473.1	Armigeres_subalbatus
JAMXBT020000169.1:67439-67630_1	23	JAMXBT020000169.1	Armigeres_subalbatus
CM068471.1:169569939-169570127_1	63	CM068471.1	Armigeres_subalbatus
CM068471.1:291078134-291078322_1	63	CM068471.1	Armigeres_subalbatus
CM068471.1:57170267-57170455_1	63	CM068471.1	Armigeres_subalbatus
CM068471.1:69066502-69066690_1	63	CM068471.1	Armigeres_subalbatus
CM068472.1:425738048-425738236_1	63	CM068472.1	Armigeres_subalbatus
CM068472.1:93344731-93344919_1	63	CM068472.1	Armigeres_subalbatus
CM068473.1:401608867-401609055_1	63	CM068473.1	Armigeres_subalbatus
JAMXBT020000092.1:746571-746759_1	30	JAMXBT020000092.1	Armigeres_subalbatus
CM068471.1:275919702-275919887_1	62	CM068471.1	Armigeres_subalbatus
CM068472.1:199463127-199463312_1	62	CM068472.1	Armigeres_subalbatus
CM068472.1:456471680-456471865_1	62	CM068472.1	Armigeres_subalbatus
CM068472.1:86746827-86747012_1	20	CM068472.1	Armigeres_subalbatus
CM068473.1:242973719-242973904_1	62	CM068473.1	Armigeres_subalbatus
JAMXBT020000292.1:1415955-1416140_1	22	JAMXBT020000292.1	Armigeres_subalbatus
JAMXBT020000609.1:278054-278239_1	62	JAMXBT020000609.1	Armigeres_subalbatus
CM068471.1:210181126-210181308_1	61	CM068471.1	Armigeres_subalbatus
CM068471.1:226632483-226632665_1	61	CM068471.1	Armigeres_subalbatus
CM068471.1:244024362-244024544_1	58	CM068471.1	Armigeres_subalbatus
CM068471.1:297229976-297230158_1	61	CM068471.1	Armigeres_subalbatus
CM068471.1:71105177-71105359_1	61	CM068471.1	Armigeres_subalbatus
CM068472.1:243899042-243899224_1	61	CM068472.1	Armigeres_subalbatus
CM068472.1:396764186-396764368_1	61	CM068472.1	Armigeres_subalbatus
CM068472.1:71438758-71438940_1	61	CM068472.1	Armigeres_subalbatus
CM068473.1:1889853-1890035_1	61	CM068473.1	Armigeres_subalbatus
CM068473.1:27656590-27656772_1	61	CM068473.1	Armigeres_subalbatus
CM068473.1:311072591-311072773_1	61	CM068473.1	Armigeres_subalbatus
CM068473.1:417622203-417622385_1	61	CM068473.1	Armigeres_subalbatus
CM068473.1:6528187-6528369_1	61	CM068473.1	Armigeres_subalbatus
JAMXBT020001776.1:25653-25835_1	61	JAMXBT020001776.1	Armigeres_subalbatus
CM068471.1:102823093-102823272_1	60	CM068471.1	Armigeres_subalbatus
CM068471.1:115495489-115495668_1	60	CM068471.1	Armigeres_subalbatus
CM068471.1:314988056-314988235_1	60	CM068471.1	Armigeres_subalbatus
CM068472.1:140837656-140837835_1	40	CM068472.1	Armigeres_subalbatus
CM068472.1:237931559-237931738_1	60	CM068472.1	Armigeres_subalbatus
CM068472.1:258728971-258729150_1	60	CM068472.1	Armigeres_subalbatus
CM068472.1:338112932-338113111_1	36	CM068472.1	Armigeres_subalbatus
CM068472.1:36345724-36345903_1	60	CM068472.1	Armigeres_subalbatus
CM068472.1:391227198-391227377_1	60	CM068472.1	Armigeres_subalbatus
CM068473.1:172970055-172970234_1	60	CM068473.1	Armigeres_subalbatus
CM068471.1:247437524-247437700_1	59	CM068471.1	Armigeres_subalbatus
CM068471.1:293061814-293061990_1	59	CM068471.1	Armigeres_subalbatus
CM068471.1:48504950-48505126_1	59	CM068471.1	Armigeres_subalbatus
CM068472.1:111526185-111526361_1	59	CM068472.1	Armigeres_subalbatus
CM068473.1:20283458-20283634_1	59	CM068473.1	Armigeres_subalbatus
CM068473.1:248794655-248794831_1	26	CM068473.1	Armigeres_subalbatus
CM068473.1:358105808-358105984_1	59	CM068473.1	Armigeres_subalbatus
CM068473.1:39944653-39944829_1	59	CM068473.1	Armigeres_subalbatus
CM068473.1:9650159-9650335_1	59	CM068473.1	Armigeres_subalbatus
JAMXBT020000180.1:11822-11998_1	59	JAMXBT020000180.1	Armigeres_subalbatus
CM068471.1:216849178-216849351_1	58	CM068471.1	Armigeres_subalbatus
CM068472.1:236616912-236617085_1	58	CM068472.1	Armigeres_subalbatus
CM068472.1:244312842-244313015_1	58	CM068472.1	Armigeres_subalbatus
CM068472.1:416239939-416240112_1	58	CM068472.1	Armigeres_subalbatus
CM068473.1:164252701-164252874_1	58	CM068473.1	Armigeres_subalbatus
CM068473.1:168695110-168695283_1	58	CM068473.1	Armigeres_subalbatus
CM068473.1:173640242-173640415_1	58	CM068473.1	Armigeres_subalbatus
CM068472.1:139170612-139170782_1	57	CM068472.1	Armigeres_subalbatus
CM068472.1:303407709-303407879_1	57	CM068472.1	Armigeres_subalbatus
CM068472.1:457533210-457533380_1	53	CM068472.1	Armigeres_subalbatus
CM068473.1:101723696-101723866_1	57	CM068473.1	Armigeres_subalbatus
CM068473.1:327107486-327107656_1	57	CM068473.1	Armigeres_subalbatus
CM068471.1:163112415-163112582_1	56	CM068471.1	Armigeres_subalbatus
CM068471.1:48278486-48278653_1	56	CM068471.1	Armigeres_subalbatus
CM068472.1:308001042-308001209_1	56	CM068472.1	Armigeres_subalbatus
CM068472.1:332765315-332765482_1	56	CM068472.1	Armigeres_subalbatus
CM068473.1:220404218-220404385_1	56	CM068473.1	Armigeres_subalbatus
CM068473.1:27524914-27525081_1	56	CM068473.1	Armigeres_subalbatus
CM068473.1:56002216-56002383_1	56	CM068473.1	Armigeres_subalbatus
JAMXBT020000638.1:23633-23800_1	55	JAMXBT020000638.1	Armigeres_subalbatus
JAMXBT020001240.1:48281-48448_1	56	JAMXBT020001240.1	Armigeres_subalbatus
JAMXBT020001240.1:49705-49872_1	56	JAMXBT020001240.1	Armigeres_subalbatus
JAMXBT020001595.1:26792-26959_1	22	JAMXBT020001595.1	Armigeres_subalbatus
CM068471.1:13516182-13516346_1	55	CM068471.1	Armigeres_subalbatus
CM068471.1:77963409-77963573_1	55	CM068471.1	Armigeres_subalbatus
CM068472.1:14825137-14825301_1	51	CM068472.1	Armigeres_subalbatus
CM068473.1:307895942-307896106_1	24	CM068473.1	Armigeres_subalbatus
CM068473.1:68799919-68800083_1	55	CM068473.1	Armigeres_subalbatus
JAMXBT020000943.1:287911-288075_1	55	JAMXBT020000943.1	Armigeres_subalbatus
CM068471.1:102929270-102929431_1	54	CM068471.1	Armigeres_subalbatus
CM068471.1:109741508-109741669_1	54	CM068471.1	Armigeres_subalbatus
CM068471.1:290831828-290831989_1	20	CM068471.1	Armigeres_subalbatus
CM068473.1:197566931-197567092_1	54	CM068473.1	Armigeres_subalbatus
CM068473.1:197719828-197719989_1	54	CM068473.1	Armigeres_subalbatus
CM068473.1:247268998-247269159_1	54	CM068473.1	Armigeres_subalbatus
CM068473.1:252146095-252146256_1	52	CM068473.1	Armigeres_subalbatus
CM068473.1:365531255-365531416_1	54	CM068473.1	Armigeres_subalbatus
CM068473.1:9433937-9434098_1	54	CM068473.1	Armigeres_subalbatus
JAMXBT020001174.1:44945-45106_1	54	JAMXBT020001174.1	Armigeres_subalbatus
CM068471.1:244704136-244704294_1	24	CM068471.1	Armigeres_subalbatus
CM068471.1:266275029-266275187_1	36	CM068471.1	Armigeres_subalbatus
CM068473.1:202469153-202469311_1	53	CM068473.1	Armigeres_subalbatus
CM068473.1:219241065-219241223_1	53	CM068473.1	Armigeres_subalbatus
CM068473.1:371948182-371948340_1	53	CM068473.1	Armigeres_subalbatus
CM068473.1:38533223-38533381_1	53	CM068473.1	Armigeres_subalbatus
CM068473.1:406563499-406563657_1	53	CM068473.1	Armigeres_subalbatus
JAMXBT020001436.1:819069-819227_1	53	JAMXBT020001436.1	Armigeres_subalbatus
CM068471.1:114608181-114608336_1	51	CM068471.1	Armigeres_subalbatus
CM068471.1:169349948-169350103_1	52	CM068471.1	Armigeres_subalbatus
CM068472.1:329973304-329973459_1	52	CM068472.1	Armigeres_subalbatus
CM068472.1:460658934-460659089_1	52	CM068472.1	Armigeres_subalbatus
CM068473.1:104105143-104105298_1	52	CM068473.1	Armigeres_subalbatus
CM068473.1:312420853-312421008_1	52	CM068473.1	Armigeres_subalbatus
CM068473.1:328761064-328761219_1	52	CM068473.1	Armigeres_subalbatus
CM068473.1:42061803-42061958_1	52	CM068473.1	Armigeres_subalbatus
CM068473.1:420646117-420646272_1	34	CM068473.1	Armigeres_subalbatus
JAMXBT020001436.1:788119-788274_1	52	JAMXBT020001436.1	Armigeres_subalbatus
JAMXBT020001958.1:154658-154813_1	52	JAMXBT020001958.1	Armigeres_subalbatus
CM068471.1:28395090-28395242_1	51	CM068471.1	Armigeres_subalbatus
CM068471.1:296654379-296654531_1	40	CM068471.1	Armigeres_subalbatus
CM068471.1:88019276-88019428_1	51	CM068471.1	Armigeres_subalbatus
CM068472.1:320425965-320426117_1	51	CM068472.1	Armigeres_subalbatus
CM068473.1:358489806-358489958_1	51	CM068473.1	Armigeres_subalbatus
CM068471.1:280146399-280146548_1	50	CM068471.1	Armigeres_subalbatus
CM068471.1:302613722-302613871_1	50	CM068471.1	Armigeres_subalbatus
CM068472.1:223195867-223196016_1	49	CM068472.1	Armigeres_subalbatus
CM068472.1:332765832-332765981_1	38	CM068472.1	Armigeres_subalbatus
CM068472.1:458218147-458218296_1	50	CM068472.1	Armigeres_subalbatus
CM068472.1:89641373-89641522_1	50	CM068472.1	Armigeres_subalbatus
CM068473.1:11001003-11001152_1	50	CM068473.1	Armigeres_subalbatus
CM068473.1:319343113-319343262_1	50	CM068473.1	Armigeres_subalbatus
CM068473.1:409419211-409419360_1	50	CM068473.1	Armigeres_subalbatus
CM068473.1:5175686-5175835_1	50	CM068473.1	Armigeres_subalbatus
CM068473.1:98627179-98627328_1	50	CM068473.1	Armigeres_subalbatus
CM068473.1:111206731-111206877_1	49	CM068473.1	Armigeres_subalbatus
JAMXBT020001020.1:33647-33793_1	49	JAMXBT020001020.1	Armigeres_subalbatus
JAMXBT020001064.1:98485-98631_1	49	JAMXBT020001064.1	Armigeres_subalbatus
JAMXBT020001459.1:78168-78314_1	49	JAMXBT020001459.1	Armigeres_subalbatus
CM068471.1:148984421-148984564_1	48	CM068471.1	Armigeres_subalbatus
CM068471.1:164614970-164615113_1	48	CM068471.1	Armigeres_subalbatus
CM068471.1:23383916-23384059_1	47	CM068471.1	Armigeres_subalbatus
CM068471.1:28292565-28292708_1	48	CM068471.1	Armigeres_subalbatus
CM068471.1:28368737-28368880_1	48	CM068471.1	Armigeres_subalbatus
CM068472.1:250881786-250881929_1	48	CM068472.1	Armigeres_subalbatus
CM068473.1:332966688-332966831_1	48	CM068473.1	Armigeres_subalbatus
CM068473.1:55997816-55997959_1	48	CM068473.1	Armigeres_subalbatus
JAMXBT020001700.1:35402-35545_1	48	JAMXBT020001700.1	Armigeres_subalbatus
CM068471.1:28483320-28483460_1	47	CM068471.1	Armigeres_subalbatus
CM068471.1:289581595-289581735_1	47	CM068471.1	Armigeres_subalbatus
CM068471.1:317837975-317838115_1	47	CM068471.1	Armigeres_subalbatus
CM068472.1:159972696-159972836_1	47	CM068472.1	Armigeres_subalbatus
CM068472.1:308000845-308000985_1	44	CM068472.1	Armigeres_subalbatus
CM068472.1:371482923-371483063_1	46	CM068472.1	Armigeres_subalbatus
CM068473.1:101242276-101242416_1	47	CM068473.1	Armigeres_subalbatus
CM068473.1:177821979-177822119_1	47	CM068473.1	Armigeres_subalbatus
CM068473.1:315594350-315594490_1	47	CM068473.1	Armigeres_subalbatus
CM068473.1:383808102-383808242_1	47	CM068473.1	Armigeres_subalbatus
CM068473.1:400309826-400309966_1	47	CM068473.1	Armigeres_subalbatus
CM068473.1:5178134-5178274_1	47	CM068473.1	Armigeres_subalbatus
CM068471.1:190340752-190340889_1	46	CM068471.1	Armigeres_subalbatus
CM068471.1:249351030-249351167_1	46	CM068471.1	Armigeres_subalbatus
CM068471.1:47136614-47136751_1	46	CM068471.1	Armigeres_subalbatus
CM068472.1:155224085-155224222_1	46	CM068472.1	Armigeres_subalbatus
CM068472.1:201878972-201879109_1	46	CM068472.1	Armigeres_subalbatus
CM068472.1:343433644-343433781_1	46	CM068472.1	Armigeres_subalbatus
CM068473.1:19600703-19600840_1	46	CM068473.1	Armigeres_subalbatus
CM068473.1:281503994-281504131_1	46	CM068473.1	Armigeres_subalbatus
CM068473.1:407600733-407600870_1	46	CM068473.1	Armigeres_subalbatus
JAMXBT020000285.1:103420-103557_1	46	JAMXBT020000285.1	Armigeres_subalbatus
JAMXBT020000943.1:287714-287851_1	46	JAMXBT020000943.1	Armigeres_subalbatus
JAMXBT020001629.1:303651-303788_1	46	JAMXBT020001629.1	Armigeres_subalbatus
CM068471.1:169349788-169349922_1	45	CM068471.1	Armigeres_subalbatus
CM068472.1:232547254-232547388_1	31	CM068472.1	Armigeres_subalbatus
CM068472.1:298448725-298448859_1	45	CM068472.1	Armigeres_subalbatus
CM068472.1:334915742-334915876_1	45	CM068472.1	Armigeres_subalbatus
CM068472.1:41144804-41144938_1	45	CM068472.1	Armigeres_subalbatus
CM068473.1:192232862-192232996_1	45	CM068473.1	Armigeres_subalbatus
CM068471.1:134190808-134190939_1	44	CM068471.1	Armigeres_subalbatus
CM068471.1:279773338-279773469_1	44	CM068471.1	Armigeres_subalbatus
CM068471.1:297230187-297230318_1	44	CM068471.1	Armigeres_subalbatus
CM068472.1:125487767-125487898_1	44	CM068472.1	Armigeres_subalbatus
CM068472.1:214053084-214053215_1	44	CM068472.1	Armigeres_subalbatus
CM068472.1:255619999-255620130_1	44	CM068472.1	Armigeres_subalbatus
CM068472.1:326734607-326734738_1	41	CM068472.1	Armigeres_subalbatus
CM068472.1:343728024-343728155_1	44	CM068472.1	Armigeres_subalbatus
CM068472.1:427729880-427730011_1	44	CM068472.1	Armigeres_subalbatus
CM068472.1:434082928-434083059_1	44	CM068472.1	Armigeres_subalbatus
JAMXBT020000031.1:145625-145756_1	44	JAMXBT020000031.1	Armigeres_subalbatus
JAMXBT020000092.1:460779-460910_1	44	JAMXBT020000092.1	Armigeres_subalbatus
JAMXBT020001560.1:693697-693828_1	44	JAMXBT020001560.1	Armigeres_subalbatus
JAMXBT020001681.1:66806-66937_1	44	JAMXBT020001681.1	Armigeres_subalbatus
CM068472.1:259751912-259752040_1	43	CM068472.1	Armigeres_subalbatus
CM068472.1:329974032-329974160_1	43	CM068472.1	Armigeres_subalbatus
CM068472.1:441668260-441668388_1	43	CM068472.1	Armigeres_subalbatus
CM068473.1:93342108-93342236_1	42	CM068473.1	Armigeres_subalbatus
JAMXBT020001865.1:503383-503511_1	43	JAMXBT020001865.1	Armigeres_subalbatus
JAMXBT020001958.1:154040-154168_1	43	JAMXBT020001958.1	Armigeres_subalbatus
CM068471.1:269941696-269941821_1	42	CM068471.1	Armigeres_subalbatus
CM068471.1:275700334-275700459_1	42	CM068471.1	Armigeres_subalbatus
CM068471.1:285991211-285991336_1	42	CM068471.1	Armigeres_subalbatus
CM068472.1:123966324-123966449_1	42	CM068472.1	Armigeres_subalbatus
CM068472.1:130601940-130602065_1	42	CM068472.1	Armigeres_subalbatus
CM068472.1:159972565-159972690_1	41	CM068472.1	Armigeres_subalbatus
CM068472.1:274826949-274827074_1	42	CM068472.1	Armigeres_subalbatus
CM068473.1:131827095-131827220_1	42	CM068473.1	Armigeres_subalbatus
CM068473.1:212016850-212016975_1	42	CM068473.1	Armigeres_subalbatus
CM068473.1:284041537-284041662_1	42	CM068473.1	Armigeres_subalbatus
JAMXBT020001742.1:109715-109840_1	42	JAMXBT020001742.1	Armigeres_subalbatus
CM068471.1:153508150-153508272_1	41	CM068471.1	Armigeres_subalbatus
CM068471.1:193118449-193118571_1	41	CM068471.1	Armigeres_subalbatus
CM068471.1:196505657-196505779_1	40	CM068471.1	Armigeres_subalbatus
CM068472.1:107119666-107119788_1	41	CM068472.1	Armigeres_subalbatus
CM068472.1:159972869-159972991_1	41	CM068472.1	Armigeres_subalbatus
CM068472.1:258494852-258494974_1	41	CM068472.1	Armigeres_subalbatus
CM068472.1:302125673-302125795_1	41	CM068472.1	Armigeres_subalbatus
CM068473.1:327798619-327798741_1	41	CM068473.1	Armigeres_subalbatus
CM068473.1:54857429-54857551_1	41	CM068473.1	Armigeres_subalbatus
JAMXBT020001686.1:200908-201030_1	41	JAMXBT020001686.1	Armigeres_subalbatus
JAMXBT020001862.1:3502-3624_1	41	JAMXBT020001862.1	Armigeres_subalbatus
CM068471.1:262084252-262084371_1	40	CM068471.1	Armigeres_subalbatus
CM068472.1:107796104-107796223_1	40	CM068472.1	Armigeres_subalbatus
CM068471.1:219871-219987_1	39	CM068471.1	Armigeres_subalbatus
CM068471.1:254168134-254168250_1	39	CM068471.1	Armigeres_subalbatus
CM068471.1:273756476-273756592_1	38	CM068471.1	Armigeres_subalbatus
CM068472.1:77543762-77543878_1	39	CM068472.1	Armigeres_subalbatus
JAMXBT020000092.1:566933-567049_1	39	JAMXBT020000092.1	Armigeres_subalbatus
JAMXBT020000397.1:205837-205953_1	32	JAMXBT020000397.1	Armigeres_subalbatus
CM068471.1:109741383-109741496_1	38	CM068471.1	Armigeres_subalbatus
CM068471.1:216849053-216849166_1	38	CM068471.1	Armigeres_subalbatus
CM068471.1:260067143-260067256_1	38	CM068471.1	Armigeres_subalbatus
CM068471.1:261706447-261706560_1	38	CM068471.1	Armigeres_subalbatus
CM068471.1:89440110-89440223_1	38	CM068471.1	Armigeres_subalbatus
CM068472.1:202170559-202170672_1	38	CM068472.1	Armigeres_subalbatus
CM068472.1:264983760-264983873_1	38	CM068472.1	Armigeres_subalbatus
CM068472.1:395603640-395603753_1	38	CM068472.1	Armigeres_subalbatus
CM068473.1:143017929-143018042_1	38	CM068473.1	Armigeres_subalbatus
CM068473.1:358107027-358107140_1	38	CM068473.1	Armigeres_subalbatus
JAMXBT020001521.1:6185-6298_1	26	JAMXBT020001521.1	Armigeres_subalbatus
CM068471.1:235082670-235082780_1	37	CM068471.1	Armigeres_subalbatus
CM068472.1:260965503-260965613_1	36	CM068472.1	Armigeres_subalbatus
CM068472.1:89641257-89641367_1	37	CM068472.1	Armigeres_subalbatus
CM068473.1:195591192-195591302_1	37	CM068473.1	Armigeres_subalbatus
CM068473.1:342763138-342763248_1	36	CM068473.1	Armigeres_subalbatus
CM068473.1:37937915-37938025_1	37	CM068473.1	Armigeres_subalbatus
CM068473.1:9407519-9407629_1	37	CM068473.1	Armigeres_subalbatus
JAMXBT020000271.1:68822-68932_1	37	JAMXBT020000271.1	Armigeres_subalbatus
CM068471.1:132382785-132382892_1	36	CM068471.1	Armigeres_subalbatus
CM068471.1:227967424-227967531_1	36	CM068471.1	Armigeres_subalbatus
CM068472.1:11974653-11974760_1	36	CM068472.1	Armigeres_subalbatus
CM068472.1:376534238-376534345_1	23	CM068472.1	Armigeres_subalbatus
CM068471.1:170248045-170248149_1	35	CM068471.1	Armigeres_subalbatus
CM068471.1:199511292-199511396_1	35	CM068471.1	Armigeres_subalbatus
CM068472.1:169321638-169321742_1	35	CM068472.1	Armigeres_subalbatus
CM068472.1:396828684-396828788_1	35	CM068472.1	Armigeres_subalbatus
CM068472.1:401895463-401895567_1	35	CM068472.1	Armigeres_subalbatus
CM068472.1:446996332-446996436_1	22	CM068472.1	Armigeres_subalbatus
CM068473.1:317115234-317115338_1	34	CM068473.1	Armigeres_subalbatus
CM068473.1:417261614-417261718_1	35	CM068473.1	Armigeres_subalbatus
CM068473.1:45107670-45107774_1	35	CM068473.1	Armigeres_subalbatus
JAMXBT020001630.1:14685-14789_1	35	JAMXBT020001630.1	Armigeres_subalbatus
CM068471.1:94848990-94849091_1	34	CM068471.1	Armigeres_subalbatus
CM068472.1:51017045-51017146_1	30	CM068472.1	Armigeres_subalbatus
CM068473.1:181756859-181756960_1	34	CM068473.1	Armigeres_subalbatus
CM068473.1:5176884-5176985_1	34	CM068473.1	Armigeres_subalbatus
CM068473.1:84219776-84219877_1	34	CM068473.1	Armigeres_subalbatus
CM068471.1:210181340-210181438_1	33	CM068471.1	Armigeres_subalbatus
CM068471.1:294953138-294953236_1	33	CM068471.1	Armigeres_subalbatus
CM068472.1:127482707-127482805_1	33	CM068472.1	Armigeres_subalbatus
CM068472.1:262948867-262948965_1	33	CM068472.1	Armigeres_subalbatus
CM068472.1:324349392-324349490_1	33	CM068472.1	Armigeres_subalbatus
CM068473.1:106879313-106879411_1	33	CM068473.1	Armigeres_subalbatus
CM068473.1:111864524-111864622_1	33	CM068473.1	Armigeres_subalbatus
CM068473.1:20329923-20330021_1	33	CM068473.1	Armigeres_subalbatus
CM068473.1:397398553-397398651_1	33	CM068473.1	Armigeres_subalbatus
